md;incl;azi
2483.6429;9.635;252.1935
2484.1429;9.6326;252.0328
2484.6429;9.6348;252.2071
2485.1429;9.6284;251.9865
2485.6429;9.6536;251.9828
2486.1429;9.6791;252.1171
2486.6429;9.681;252.2635
2487.1429;9.6851;252.2754
2487.6429;9.6783;252.4552
2488.1429;9.6286;252.3654
2488.6429;9.6322;252.3157
2489.1429;9.5939;252.3654
2489.6429;9.5825;252.4082
2490.1429;9.5913;252.3575
2490.6429;9.5771;252.5903
2491.1429;9.5902;252.9802
2491.6429;9.5427;252.1697
2492.1429;9.5387;252.4389
2492.6429;9.5443;252.3681
2493.1429;9.5361;252.1957
2493.6429;9.5348;252.2319
2494.1429;9.4951;252.3418
2494.6429;9.5356;252.5055
2495.1429;9.5347;252.55
2495.6429;9.494;252.2979
2496.1429;9.4902;252.405
2496.6429;9.4903;252.527
2497.1429;9.494;252.6448
2497.6429;9.491;252.5426
2498.1429;9.4892;252.4987
2498.6429;9.4905;252.7022
2499.1429;9.4979;253.116
2499.6429;9.4935;253.2045
2500.1429;9.4466;252.4908
2500.6429;9.4449;252.6221
2501.1429;9.4677;252.3934
2501.6429;9.4929;252.54
2502.1429;9.4915;252.5368
2502.6429;9.489;252.4524
2503.1429;9.494;252.3424
2503.6429;9.4928;252.3169
2504.1429;9.5394;252.1407
2504.6429;9.5425;252.1655
2505.1429;9.5418;252.2587
2505.6429;9.4959;252.1225
2506.1429;9.4994;252.1544
2506.6429;9.5469;251.9845
2507.1429;9.4983;251.8408
2507.6429;9.4463;251.7249
2508.1429;9.4485;251.7403
2508.6429;9.4072;251.3248
2509.1429;9.4112;250.9204
2509.6429;9.4111;250.7112
2510.1429;9.4172;250.5417
2510.6429;9.3758;250.115
2511.1429;9.3923;249.7995
2511.6429;9.4094;249.5787
2512.1429;9.4207;249.2938
2512.6429;9.4257;249.113
2513.1429;9.453;249.074
2513.6429;9.4936;249.144
2514.1429;9.48;248.6559
2514.6429;9.5113;248.7979
2515.1429;9.4985;248.8162
2515.6429;9.4939;248.7794
2516.1429;9.4924;248.7461
2516.6429;9.4586;248.9396
2517.1429;9.4759;248.8793
2517.6429;9.4585;248.8008
2518.1429;9.4158;248.5309
2518.6429;9.39;248.48
2519.1429;9.345;248.3412
2519.6429;9.2426;248.4846
2520.1429;8.9879;249.1292
2520.6429;8.9;249.2429
2521.1429;8.9;249.2311
2521.6429;8.9;249.2311
2522.1429;8.9;249.244
